Q4,Q5_1,Q5_2,Q7,Q8,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q20_9,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q22_7,Q22_8,Q22_9,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q29_1,Q29_2,Q29_3,Q30
08/31/20,Water/Sewer,"Icebreaker Development, LLC (Docket Number W-1313)",Yes,Both water and wastewater customers,0,1,0,1,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
08/31/20,Water/Sewer,SAXAPAHAW UTILITY COMPANY (Docket Number W-1250),Yes,Both water and wastewater customers,145,20,0,20,,,,,,12,2,0,2,,,,,,2793.42,1891.61,0,2017.13,,,,,,1,1,0,1,,,,,,1,0,0,0,,,,,,265.92,1183.12,0,1763.25,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
08/31/20,Water/Sewer,South Asheville Water Works (Docket Number W-1104),Yes,Water only,,,,,,,62,0,,,,,,,,16,0,,,,,,,,3249,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Not Applicable / Don't Know,No,
08/31/20,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1327,9,,,,,,,,135,2,,,,,,,,10210.39,245.23,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
08/31/20,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5322,179,,,,,,,,190,9,,,,,,,,16687.79,1355.9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
08/31/20,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,821,60,,,,,,,,80,2,,,,,,,,8298.69,123.08,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
08/31/20,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,114,1,,,,,,,,31561.99,8951.42,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,South Asheville Water Works (Docket Number W-1104),Yes,Both water and wastewater customers,62,0,62,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
05/31/22,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,82251,3678,21844,326,,,,,,1629,21,187,6,,,,,,989426,7546,107607,9233,,,,,,742,0,28,2,,,,,,742,0,28,2,,,,,,292864,0,9440,0,,,,,,30,0,2,0,,,,,,20,0,0,0,,,,,,9,0,0,0,,,,,,14,0,2,0,,,,,,Yes,No,Not Applicable / Don't Know,None
05/31/22,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,718327,73992,,,,,,,,97571,5221,,,,,,,,18469089,4137991,,,,,,,,11291,79,,,,,,,,8505,37,,,,,,,,5347414,240454,,,,,,,,2189,294,,,,,,,,293,19,,,,,,,,86,14,,,,,,,,12010,1533,,Yes,Yes,Yes,
05/31/22,Water/Sewer,"JL GOLF MANAGEMENT, LLC (Docket Number W-1296)",No,Both water and wastewater customers,,,,,265,209,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2717,1929,,,,,,,,314,99,,,,,,,,30837.26,130918.3,,,,,,,,6,0,,,,,,,,2,0,,,,,,,,760,0,,,,,,,,7,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,7,0,,Yes,Yes,Yes,
05/31/22,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
05/31/22,Water/Sewer,FAIRFIELD WATER COMPANY (Docket Number W-1226),Yes,Water only,,,,,,,11,1,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1287787,222404,,,,,,,,215245,21780,,,,,,,,84779305,13808364,,,,,,,,50514,149,,,,,,,,50514,149,,,,,,,,41676599,299188,,,,,,,,1379,246,,,,,,,,704,99,,,,,,,,584,72,,,,,,,,185,1,,Yes,Yes,Yes,
05/31/22,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1828553,314661,,,,,,,,359311,37212,,,,,,,,128588951,31850487,,,,,,,,77535,252,,,,,,,,77535,252,,,,,,,,61095150,889781,,,,,,,,3872,231,,,,,,,,1924,137,,,,,,,,1616,87,,,,,,,,488,7,,Yes,Yes,Yes,
05/31/22,Water/Sewer,MOUNTAIN AIR UTILITIES CORPORATION (Docket Number W-1148),Yes,Both water and wastewater customers,437,47,436,24,,,,,,20,2,14,2,,,,,,3431.81,342.89,3394.27,957.65,,,,,,1,0,0,0,,,,,,1,0,0,0,,,,,,98.98,0,0,0,,,,,,1,0,1,0,,,,,,1,0,1,0,,,,,,0,0,0,0,,,,,,2,0,2,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,Cross-State Development Corporation (Docket Number W-408),Yes,Water only,,,,,,,169,0,,,,,,,,24,0,,,,,,,,4062.54,0,,,,,,,,2,0,,,,,,,,2,0,,,,,,,,3802.24,0,,,,,,,,2,0,,,,,,,,2,0,,,,,,,,0,0,,,,,,,,6,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"Carolina Water Service, Inc. of North Carolina (Docket Number W-354)",Yes,Both water and wastewater customers,34062,564,20138,673,,,,,,3838,47,1380,31,,,,,,873117.78,29987.82,362895.52,12029.24,,,,,,460,5,0,0,,,,,,397,5,0,0,,,,,,219130.84,9685.57,0,0,,,,,,80,0,32,0,,,,,,69,0,23,0,,,,,,12,0,8,0,,,,,,26,0,17,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,2161,2,0,2,,,,,,109,0,0,0,,,,,,7101,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,31,0,0,0,,,,,,20,0,0,0,,,,,,10,0,0,0,,,,,,9,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,589,0,,,,,,,,10,0,,,,,,,,642.07,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,OTHER - type in name of utility service provider next,No,Water only,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,819,74,806,45,,,,,,9,0,9,0,,,,,,1230,0,0,0,,,,,,5,0,0,0,,,,,,4,0,0,0,,,,,,954,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
05/31/22,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,106300,18797,,,,,,,,18437,842,,,,,,,,12217746.72,437656.83,,,,,,,,6683,118,,,,,,,,6683,118,,,,,,,,8837225.19,170307.01,,,,,,,,202,17,,,,,,,,99,10,,,,,,,,69,5,,,,,,,,110,9,,Yes,Yes,Yes,
05/31/22,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,577793,55810,,,,,,,,50906,2927,,,,,,,,5049000,1044000,,,,,,,,9667,111,,,,,,,,8328,85,,,,,,,,1400000,63000,,,,,,,,2788,130,,,,,,,,1285,38,,,,,,,,596,19,,,,,,,,94,2,,Yes,Yes,Yes,"""Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans
Data provided represents 05/01/2022 through 05/31/2022""
"
05/31/22,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1427,2,,,,,,,,44,0,,,,,,,,10704.94,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,513,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5932,183,,,,,,,,189,8,,,,,,,,12702.43,957.04,,,,,,,,6,0,,,,,,,,0,0,,,,,,,,945.17,0,,,,,,,,10,0,,,,,,,,10,0,,,,,,,,7,0,,,,,,,,2,0,,Yes,Yes,Yes,
05/31/22,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1445,9,,,,,,,,132,0,,,,,,,,11794.43,0,,,,,,,,13,0,,,,,,,,0,0,,,,,,,,1176.27,0,,,,,,,,6,0,,,,,,,,6,0,,,,,,,,4,0,,,,,,,,9,0,,Yes,Yes,Yes,
05/31/22,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,918,76,,,,,,,,37,0,,,,,,,,3331.96,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,31.96,0,,,,,,,,0,0,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
05/31/22,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,193,1,,,,,,,,74923.89,5694.57,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,Corriher Water Service (Docket Number W-233),No,Water only,,,,,,,,,888,,,,,,,,,148,,,,,,,,,4131.7,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,3,1,,,,,,,,1,0,,,,,,,,100150,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
05/31/22,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,273,0,273,0,,,,,,8,0,8,0,,,,,,556,0,804,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Yes,
05/31/22,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,605,0,410,0,,,,,,15,3,12,0,,,,,,561,0,819,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Yes,
05/31/22,Water/Sewer,"Beacon's Reach Master Association, Inc. (Docket Number W-966)",No,Both water and wastewater customers,,,,,517,517,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,"GGCC Utility, Inc. (Docket Number W-755)",Yes,Both water and wastewater customers,269,1,191,1,,,,,,3,0,3,0,,,,,,568.17,0,418.35,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
04/30/22,Water/Sewer,"OLD NORTH UTILITY SERVICES, INC. (Docket Number W-1279)",No,Both water and wastewater customers,,,,,3,1,,,,,,,,2,0,,,,,,,,109076,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,Fearrington Utilities (Docket Number W-661),Yes,Wastewater only,,,,,,,1426,2,,,,,,,,56,0,,,,,,,,13459.57,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,"AQUA North Carolina, Inc. (Docket Number W-218)",Yes,Both water and wastewater customers,82116,3688,21815,324,,,,,,2107,16,202,3,,,,,,893029,4604,93544,7806,,,,,,895,1,34,1,,,,,,874,1,34,1,,,,,,326714,0,13502,0,,,,,,87,2,11,0,,,,,,69,0,6,0,,,,,,19,0,2,0,,,,,,49,2,7,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,None
04/30/22,Natural Gas,"Piedmont Natural Gas Company, Inc. (Docket Number G-9)",Yes,,,,,,,,718957,74247,,,,,,,,97687,6175,,,,,,,,21018170,6051327,,,,,,,,13408,113,,,,,,,,94968,48,,,,,,,,6121272,274671,,,,,,,,1735,251,,,,,,,,555,52,,,,,,,,109,15,,,,,,,,10114,1258,,Yes,Yes,Yes,
04/30/22,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,513,9,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,"ALBEMARLE PLANTATION UTILITY COMPANY, INC. (Docket Number W-1189)",Yes,Wastewater only,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Natural Gas,Frontier Natural Gas Company (Docket Number G-40),Yes,,,,,,,,2717,1929,,,,,,,,289,87,,,,,,,,25168.7,99459.49,,,,,,,,4,0,,,,,,,,2,0,,,,,,,,1378.36,0,,,,,,,,0,0,,,,,,,,0,1,,,,,,,,0,0,,,,,,,,0,0,,Yes,Yes,Yes,
04/30/22,Natural Gas,"Public Service Company of North Carolina, Inc. (Docket Number G-5)",Yes,,,,,,,,578280,55855,,,,,,,,51332,3034,,,,,,,,6690000,1290000,,,,,,,,11581,129,,,,,,,,10108,102,,,,,,,,1910000,141000,,,,,,,,2936,136,,,,,,,,1542,43,,,,,,,,738,22,,,,,,,,103,4,,Yes,Yes,Yes,"""Payment arrangements available to include Equal Payment Plan (Budget Bill), short-term and deferred payment plans
Data provided represents 04/01/2022 through 04/30/2022""
"
04/30/22,Electric,"Duke Energy Progress, LLC (Docket Number E-2)",Yes,,,,,,,,1285428,221887,,,,,,,,231680,22598,,,,,,,,89222824,21384668,,,,,,,,57452,173,,,,,,,,57452,173,,,,,,,,49656235,483981,,,,,,,,179,8,,,,,,,,77,2,,,,,,,,68,2,,,,,,,,6,0,,Yes,Yes,Yes,
04/30/22,Electric,"Duke Energy Carolinas, LLC (Docket Number E-7 )",Yes,,,,,,,,1826140,314417,,,,,,,,383278,38901,,,,,,,,137196410,50936259,,,,,,,,88165,271,,,,,,,,88165,271,,,,,,,,69609411,881802,,,,,,,,157,62,,,,,,,,86,34,,,,,,,,76,28,,,,,,,,3,0,,Yes,Yes,Yes,
04/30/22,Water/Sewer,"MEADOWLANDS DEVELOPMENT, LLC (Docket Number W-1259)",Yes,Wastewater only,,,,,,,590,0,,,,,,,,12,0,,,,,,,,607.95,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,"PLURIS, LLC (Docket Number W-1282)",Yes,Wastewater only,,,,,,,5895,183,,,,,,,,226,5,,,,,,,,16425.58,705.71,,,,,,,,6,0,,,,,,,,0,0,,,,,,,,945.17,0,,,,,,,,12,2,,,,,,,,15,2,,,,,,,,10,2,,,,,,,,6,0,,Yes,Yes,Yes,
04/30/22,Water/Sewer,"PLURIS WEBB CREEK, LLC (Docket Number W-1314)",Yes,Wastewater only,,,,,,,1445,9,,,,,,,,124,0,,,,,,,,10506.88,0,,,,,,,,13,0,,,,,,,,0,0,,,,,,,,1176.27,0,,,,,,,,12,0,,,,,,,,15,0,,,,,,,,9,0,,,,,,,,10,0,,Yes,Yes,Yes,
04/30/22,Water/Sewer,"Pluris Hampstead, LLC (Docket Number W-1305)",Yes,Wastewater only,,,,,,,895,76,,,,,,,,39,2,,,,,,,,3555.51,374.53,,,,,,,,1,0,,,,,,,,0,0,,,,,,,,31.96,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,1,0,,Yes,Yes,Yes,
04/30/22,Water/Sewer,"TOTAL ENVIRONMENTAL SOLUTIONS, INC. (Docket Number W-1146)",Yes,Both water and wastewater customers,2137,2,0,2,,,,,,107,0,0,0,,,,,,5250,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,43,0,0,0,,,,,,32,0,0,0,,,,,,2,0,0,0,,,,,,9,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,"LAKE JUNALUSKA ASSEMBLY, INC. (Docket Number W-1274)",Yes,Both water and wastewater customers,819,74,807,45,,,,,,11,0,11,0,,,,,,2135,0,0,0,,,,,,7,0,0,0,,,,,,5,0,0,0,,,,,,2135,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Yes,Yes,
04/30/22,Electric,"Dominion Energy North Carolina; Virginia Electric & Power Co., dba (Docket Number E-22)",Yes,,,,,,,,106273,18744,,,,,,,,18654,779,,,,,,,,11787532,409106,,,,,,,,7050,123,,,,,,,,7050,123,,,,,,,,9733884,175031,,,,,,,,183,28,,,,,,,,106,15,,,,,,,,86,10,,,,,,,,90,14,,Yes,Yes,Yes,
04/30/22,Water/Sewer,"KRJ, Inc. (Docket Number W-1075)",Yes,Both water and wastewater customers,605,0,410,0,,,,,,14,0,10,0,,,,,,1625,0,1157,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,4,0,4,0,,,,,,1,0,1,0,,,,,,4,0,4,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,No,
04/30/22,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,273,0,273,0,,,,,,10,0,10,0,,,,,,1011,0,1457,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,4,0,4,0,,,,,,0,0,0,0,,,,,,4,0,4,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,No,
04/30/22,Electric,Western Carolina University (Docket Number E-35),Yes,,,,,,,,3664,199,,,,,,,,240,7,,,,,,,,28183.67,2812.47,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,19,0,,,,,,,,16,0,,,,,,,,16,0,,,,,,,,3,0,,Yes,Yes,Yes,
04/30/22,Water/Sewer,"JL GOLF MANAGEMENT, LLC (Docket Number W-1296)",No,Both water and wastewater customers,,,,,268,209,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,No,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,Sandler Utilities at Mill Run LLC (Docket Number W-1130),Yes,Wastewater only,,,,,,,420,2,,,,,,,,309,2,,,,,,,,98351.43,8347.17,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,Not Applicable / Don't Know,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,"Carolina Water Service, Inc. of North Carolina (Docket Number W-354)",No,Water only,,,,,,,,,888,,,,,,,,,186,,,,,,,,,5654.83,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,South Asheville Water Works (Docket Number W-1104),No,Both water and wastewater customers,,,,,62,62,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,Yes,Yes,Yes,
04/30/22,Water/Sewer,MOUNTAIN AIR UTILITIES CORPORATION (Docket Number W-1148),Yes,Both water and wastewater customers,439,47,438,23,,,,,,19,20,10,2,,,,,,6549.63,1646.36,2496.4,484.03,,,,,,1,0,0,0,,,,,,1,0,0,0,,,,,,98.98,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,0,0,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,Cross-State Development Corporation (Docket Number W-408),Yes,Water only,,,,,,,169,0,,,,,,,,20,0,,,,,,,,3867.74,0,,,,,,,,3,0,,,,,,,,2,0,,,,,,,,4140.37,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,4,0,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
04/30/22,Water/Sewer,"Carolina Water Service, Inc. of North Carolina (Docket Number W-354)",Yes,Both water and wastewater customers,34042,564,20115,675,,,,,,2634,32,1106,77,,,,,,479765.33,20546.44,314800.81,29494.99,,,,,,457,5,0,0,,,,,,379,5,0,0,,,,,,206587.01,11405.88,0,0,,,,,,40,0,22,0,,,,,,20,0,8,0,,,,,,8,0,2,0,,,,,,26,0,17,0,,,,,,Yes,Not Applicable / Don't Know,Not Applicable / Don't Know,
06/30/22,Water/Sewer,MECO Utilities Inc. (Docket Number W-1166),Yes,Both water and wastewater customers,270,0,270,0,,,,,,41,0,41,0,,,,,,41,0,41,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,1,0,1,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,0,0,0,0,,,,,,Yes,Not Applicable / Don't Know,No,
